,issue_key,issue_type,project_key,created,epic_link,has_change_story_point_sprint,summary,description,acceptance_criteria,summary_description_acceptance,original_story_points_sprint,creator,reporter,priority,num_all_changes,story_point,num_bugs_issue_link,num_comments,num_issue_links,num_sprints,num_changes_story_points_new,num_changes_summary_description_acceptance,num_sub_tasks,num_changes_sprint,num_changes_story_points_new_sprint,num_comments_before_sprint,num_comments_after_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_add_to_sprint,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,num_changes_summary_sprint,num_changes_description_sprint,num_changes_acceptance_criteria_sprint,num_different_words_all_text_sprint,num_ratio_words_all_text_sprint,original_summary_description_acceptance_sprint,num_changes_summary_description_acceptance_sprint,is_change_text_num_words_1,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,is_change_text_sp_sprint,time_until_add_to_sprint,num_issues_cretor_prev,num_unusable_issues_cretor_prev_text_word_1,num_unusable_issues_cretor_prev_text_word_1_ratio,num_unusable_issues_cretor_prev_text_word_5,num_unusable_issues_cretor_prev_text_word_5_ratio,num_unusable_issues_cretor_prev_text_word_10,num_unusable_issues_cretor_prev_text_word_10_ratio,num_unusable_issues_cretor_prev_text_word_15,num_unusable_issues_cretor_prev_text_word_15_ratio,num_unusable_issues_cretor_prev_text_word_20,num_unusable_issues_cretor_prev_text_word_20_ratio
221,CLOV-1794,Suggestion,CLOV,2015-09-21 11:42:48,,0,Drop Eclipse 3.6 and 3.7,"* compile against eclipse 4.2
* fix deprecation warnings etc
* remove legacy code (if any)
* bump version numbers in feature name",,"Drop Eclipse 3.6 and 3.7 $end$ * compile against eclipse 4.2
* fix deprecation warnings etc
* remove legacy code (if any)
* bump version numbers in feature name $acceptance criteria:$",1.0,Marek Parfianowicz,Marek Parfianowicz,,15,1.0,0,0,0,1,0,0,0,,0,2153,0,0,0,2015-09-21 11:42:48,Drop Eclipse 3.6 and 3.7,"* compile against eclipse 4.2
* fix deprecation warnings etc
* remove legacy code (if any)
* bump version numbers in feature name",,0,0,0,0,0.0,"Drop Eclipse 3.6 and 3.7 $end$ * compile against eclipse 4.2
* fix deprecation warnings etc
* remove legacy code (if any)
* bump version numbers in feature name $acceptance criteria:$",0,0,0,0,0,0,0,0.0,85,16,0.188235,15,0.176471,13,0.152941,8,0.0941176,6,0.0705882
222,CLOV-1797,Suggestion,CLOV,2015-09-25 12:04:53,,0,Support for IDEA 14.1.5,"It should work but let's be sure. 
http://blog.jetbrains.com/idea/2015/09/intellij-idea-14-1-5-update-is-out/",,"Support for IDEA 14.1.5 $end$ It should work but let's be sure. 
http://blog.jetbrains.com/idea/2015/09/intellij-idea-14-1-5-update-is-out/ $acceptance criteria:$",0.5,Grzegorz Lewandowski,Grzegorz Lewandowski,,15,0.5,0,1,0,1,0,0,0,,0,2153,1,0,0,2015-09-25 12:05:06,Support for IDEA 14.1.5,"It should work but let's be sure. 
http://blog.jetbrains.com/idea/2015/09/intellij-idea-14-1-5-update-is-out/",,0,0,0,0,0.0,"Support for IDEA 14.1.5 $end$ It should work but let's be sure. 
http://blog.jetbrains.com/idea/2015/09/intellij-idea-14-1-5-update-is-out/ $acceptance criteria:$",0,0,0,0,0,0,0,0.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
223,CLOV-1804,Suggestion,CLOV,2015-10-07 06:36:42,,0,Add support for Eclipse Mars.1,"Eclipse Mars.1 was released on 01.10. Make sure Clover is compatible by:

* smoke testing
* adding new version to Eclipse versions matrix. ",,"Add support for Eclipse Mars.1 $end$ Eclipse Mars.1 was released on 01.10. Make sure Clover is compatible by:

* smoke testing
* adding new version to Eclipse versions matrix.  $acceptance criteria:$",0.5,Grzegorz Lewandowski,Grzegorz Lewandowski,,15,0.5,0,1,0,2,0,0,0,,0,2153,1,0,0,2015-10-07 06:36:42,Add support for Eclipse Mars.1,"Eclipse Mars.1 was released on 01.10. Make sure Clover is compatible by:

* smoke testing
* adding new version to Eclipse versions matrix. ",,0,0,0,0,0.0,"Add support for Eclipse Mars.1 $end$ Eclipse Mars.1 was released on 01.10. Make sure Clover is compatible by:

* smoke testing
* adding new version to Eclipse versions matrix.  $acceptance criteria:$",0,0,0,0,0,0,1,0.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
224,CLOV-1817,Suggestion,CLOV,2015-10-22 13:09:41,,0,Fix colors of test passed / failed / error icons in Eclipse,"Currently we use dark blue color for a failed test. It's not contrast enough compared to the green one. 

Furthermore, we use a red background for a ""FAIL"" status label, which is not consistent. Also, a green background used for a ""PASS"" label is different from the green dot in the icon. 

Current colors used: green-pass, blue-fail, red-error are the same as in Eclipse's JUnit view.

Consider also changing a dot to three different figures to make it accessible for color-blinded people. For instance:
 * light green circle - pass
 * dark blue triangle - fail
 * red square - error
",,"Fix colors of test passed / failed / error icons in Eclipse $end$ Currently we use dark blue color for a failed test. It's not contrast enough compared to the green one. 

Furthermore, we use a red background for a ""FAIL"" status label, which is not consistent. Also, a green background used for a ""PASS"" label is different from the green dot in the icon. 

Current colors used: green-pass, blue-fail, red-error are the same as in Eclipse's JUnit view.

Consider also changing a dot to three different figures to make it accessible for color-blinded people. For instance:
 * light green circle - pass
 * dark blue triangle - fail
 * red square - error
 $acceptance criteria:$",0.5,Marek Parfianowicz,Marek Parfianowicz,,12,0.5,1,1,1,1,1,0,0,,0,2153,1,0,1,2015-10-27 11:50:19,Fix colors of test passed / failed / error icons in Eclipse,"Currently we use dark blue color for a failed test. It's not contrast enough compared to the green one. 

Furthermore, we use a red background for a ""FAIL"" status label, which is not consistent. Also, a green background used for a ""PASS"" label is different from the green dot in the icon. 

Current colors used: green-pass, blue-fail, red-error are the same as in Eclipse's JUnit view.

Consider also changing a dot to three different figures to make it accessible for color-blinded people. For instance:
 * light green circle - pass
 * dark blue triangle - fail
 * red square - error
",,0,0,0,0,0.0,"Fix colors of test passed / failed / error icons in Eclipse $end$ Currently we use dark blue color for a failed test. It's not contrast enough compared to the green one. 

Furthermore, we use a red background for a ""FAIL"" status label, which is not consistent. Also, a green background used for a ""PASS"" label is different from the green dot in the icon. 

Current colors used: green-pass, blue-fail, red-error are the same as in Eclipse's JUnit view.

Consider also changing a dot to three different figures to make it accessible for color-blinded people. For instance:
 * light green circle - pass
 * dark blue triangle - fail
 * red square - error
 $acceptance criteria:$",0,0,0,0,0,0,0,118.667,86,16,0.186047,15,0.174419,13,0.151163,8,0.0930233,6,0.0697674
225,CLOV-1824,Suggestion,CLOV,2015-10-23 12:37:35,,0,Add IDEA 14.0.4 to a test matrix,"There are differences in app behaviour between IDEA 14.0.x and 14.1.x. 

As we're testing Clover against 12.1.7 and 13.0.0, it'd be good to add also 12.0.4, 13.1.6, 14.0.4 to our test matrix. 

This way we will cover IDEA 12.0, 12.1, 13.0, 13.1, 14.0 and 14.1.
",,"Add IDEA 14.0.4 to a test matrix $end$ There are differences in app behaviour between IDEA 14.0.x and 14.1.x. 

As we're testing Clover against 12.1.7 and 13.0.0, it'd be good to add also 12.0.4, 13.1.6, 14.0.4 to our test matrix. 

This way we will cover IDEA 12.0, 12.1, 13.0, 13.1, 14.0 and 14.1.
 $acceptance criteria:$",1.0,Marek Parfianowicz,Marek Parfianowicz,,17,1.0,0,1,0,1,0,3,0,,0,2153,1,0,0,2015-10-23 12:37:35,Add IDEA 12.0.4 and IDEA 13.1.6 to test matrix,"There are differences in app behaviour between IDEA 14.0.x and 14.1.x. 

As we're testing Clover against 12.1.7 and 13.0.0, it'd be good to add also 12.0.4 and 13.1.6 to our test matrix. 

This way we will cover IDEA 12.0, 12.1, 13.0, 13.1, 14.0 and 14.1.
",,2,1,0,12,0.140351,"Add IDEA 12.0.4 and IDEA 13.1.6 to test matrix $end$ There are differences in app behaviour between IDEA 14.0.x and 14.1.x. 

As we're testing Clover against 12.1.7 and 13.0.0, it'd be good to add also 12.0.4 and 13.1.6 to our test matrix. 

This way we will cover IDEA 12.0, 12.1, 13.0, 13.1, 14.0 and 14.1.
 $acceptance criteria:$",3,1,1,1,0,0,1,0.0,87,16,0.183908,15,0.172414,13,0.149425,8,0.091954,6,0.0689655
226,CLOV-1827,Suggestion,CLOV,2015-10-28 15:32:20,,0,Update Clover Tutorial," * use source=1.6 instead of 1.4
 * download required JARs (build*.xml)
 * do not require env.GROOVY_HOME set to 1.7
 * rename 'test' to 'test.run'
 * remove cloverjunitlib.xml
 * convert unit tests to JUnit4
 * simplify goals
 * use clover-maven-plugin
",,"Update Clover Tutorial $end$  * use source=1.6 instead of 1.4
 * download required JARs (build*.xml)
 * do not require env.GROOVY_HOME set to 1.7
 * rename 'test' to 'test.run'
 * remove cloverjunitlib.xml
 * convert unit tests to JUnit4
 * simplify goals
 * use clover-maven-plugin
 $acceptance criteria:$",1.0,Marek Parfianowicz,Marek Parfianowicz,,14,1.0,0,0,0,1,0,2,0,,0,2153,0,0,0,2015-10-28 16:01:25,Update Clover Tutorial," * use source=1.6 instead of 1.4
 * download required JARs (build*.xml)
 * do not require env.GROOVY_HOME set to 1.7
 * rename 'test' to 'test.run'
 * remove cloverjunitlib.xml
",,0,2,0,12,0.363636,"Update Clover Tutorial $end$  * use source=1.6 instead of 1.4
 * download required JARs (build*.xml)
 * do not require env.GROOVY_HOME set to 1.7
 * rename 'test' to 'test.run'
 * remove cloverjunitlib.xml
 $acceptance criteria:$",2,1,1,1,0,0,1,0.483333,88,17,0.193182,16,0.181818,14,0.159091,8,0.0909091,6,0.0681818
227,CLOV-1859,Suggestion,CLOV,2015-12-08 12:35:05,,1,Update Bamboo Clover Plugin (automatic integration shall use new clover-maven-plugin),Place holder for BAM-16590,,Update Bamboo Clover Plugin (automatic integration shall use new clover-maven-plugin) $end$ Place holder for BAM-16590 $acceptance criteria:$,0.0,Grzegorz Lewandowski,Grzegorz Lewandowski,,13,0.5,0,0,1,1,1,0,0,,1,2153,0,0,0,2015-12-08 12:35:05,Update Bamboo Clover Plugin (automatic integration shall use new clover-maven-plugin),Place holder for BAM-16590,,0,0,0,0,0.0,Update Bamboo Clover Plugin (automatic integration shall use new clover-maven-plugin) $end$ Place holder for BAM-16590 $acceptance criteria:$,0,0,0,0,0,0,1,0.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
228,CLOV-1887,Suggestion,CLOV,2016-02-18 10:53:04,,0,Provide high level instrumentation task which will instrument sources to given directory,Consider only single module java projects for now,,Provide high level instrumentation task which will instrument sources to given directory $end$ Consider only single module java projects for now $acceptance criteria:$,4.0,Grzegorz Lewandowski,Grzegorz Lewandowski,,14,4.0,0,0,0,1,0,0,7,,0,2153,0,0,0,2016-02-18 10:53:04,Provide high level instrumentation task which will instrument sources to given directory,Consider only single module java projects for now,,0,0,0,0,0.0,Provide high level instrumentation task which will instrument sources to given directory $end$ Consider only single module java projects for now $acceptance criteria:$,0,0,0,0,0,0,0,0.0,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
229,CLOV-1888,Suggestion,CLOV,2016-02-18 10:58:23,,0,Provide high level task which will execute tests in simple module java project,,,Provide high level task which will execute tests in simple module java project $end$ $acceptance criteria:$,4.0,Grzegorz Lewandowski,Grzegorz Lewandowski,,16,4.0,0,0,0,1,0,0,2,,0,2153,0,0,0,2016-02-18 10:58:38,Provide high level task which will execute tests in simple module java project,,,0,0,0,0,0.0,Provide high level task which will execute tests in simple module java project $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
230,CLOV-1890,Suggestion,CLOV,2016-02-18 11:38:24,,0,Provide simple reporting task which generate Clover report,"Let's stick to html report only for now.

Don't bother about multi project build for now ",,"Provide simple reporting task which generate Clover report $end$ Let's stick to html report only for now.

Don't bother about multi project build for now  $acceptance criteria:$",2.0,Grzegorz Lewandowski,Grzegorz Lewandowski,,11,2.0,0,0,0,1,0,0,2,,0,2153,0,0,0,2016-02-18 11:38:33,Provide simple reporting task which generate Clover report,"Let's stick to html report only for now.

Don't bother about multi project build for now ",,0,0,0,0,0.0,"Provide simple reporting task which generate Clover report $end$ Let's stick to html report only for now.

Don't bother about multi project build for now  $acceptance criteria:$",0,0,0,0,0,0,0,0.0,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
231,CLOV-1892,Suggestion,CLOV,2016-02-18 11:45:43,,0,Make Clover instrumentation work in multi java project builds,,,Make Clover instrumentation work in multi java project builds $end$ $acceptance criteria:$,3.0,Grzegorz Lewandowski,Grzegorz Lewandowski,,15,3.0,0,0,0,1,0,0,1,,0,2153,0,0,0,2016-03-01 09:59:56,Make Clover instrumentation work in multi java project builds,,,0,0,0,0,0.0,Make Clover instrumentation work in multi java project builds $end$ $acceptance criteria:$,0,0,0,0,0,0,0,286.233,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
232,CLOV-1894,Sub-task,CLOV,2016-02-22 07:38:42,,0,Add task convention mapping for cloverInstr task,,,Add task convention mapping for cloverInstr task $end$ $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,Medium,3,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-22 07:38:42,Add task convention mapping for cloverInstr task,,,0,0,0,0,0.0,Add task convention mapping for cloverInstr task $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
233,CLOV-1899,Sub-task,CLOV,2016-02-22 15:42:44,,0,Allow to customise Instrumentation by different options,the same as here https://confluence.atlassian.com/display/CLOVER/Configuring+instrumentation,,Allow to customise Instrumentation by different options $end$ the same as here https://confluence.atlassian.com/display/CLOVER/Configuring+instrumentation $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,High,4,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-22 15:42:44,Allow to customise Instrumentation by different options,the same as here https://confluence.atlassian.com/display/CLOVER/Configuring+instrumentation,,0,0,0,0,0.0,Allow to customise Instrumentation by different options $end$ the same as here https://confluence.atlassian.com/display/CLOVER/Configuring+instrumentation $acceptance criteria:$,0,0,0,0,0,0,0,0.0,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
234,CLOV-1905,Sub-task,CLOV,2016-02-25 10:36:33,,0,CloverReport task should run when invoked by CLI and clover is disabled,,,CloverReport task should run when invoked by CLI and clover is disabled $end$ $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,Medium,4,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-25 10:36:33,CloverReport task should run when invoked by CLI and clover is disabled,,,0,0,0,0,0.0,CloverReport task should run when invoked by CLI and clover is disabled $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
235,CLOV-1906,Sub-task,CLOV,2016-02-25 14:13:50,,0,If there isn't any sources to instrument don't fail Clover instrumentation,Think about logging a warning about such event,,If there isn't any sources to instrument don't fail Clover instrumentation $end$ Think about logging a warning about such event $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,High,8,,0,0,0,1,0,1,0,,0,2153,0,0,0,2016-02-25 14:13:50,If there isn't any sources to instrument log don't fail Clover instrumentation,Think about logging a warning about such event,,1,0,0,1,0.0434783,If there isn't any sources to instrument log don't fail Clover instrumentation $end$ Think about logging a warning about such event $acceptance criteria:$,1,1,0,0,0,0,0,0.0,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
236,CLOV-1911,Sub-task,CLOV,2016-02-26 11:25:42,,0,TestWithClover must not execute when there's no instrumented sources,Test task will fail in that case which isn't necessarily wanted use case,,TestWithClover must not execute when there's no instrumented sources $end$ Test task will fail in that case which isn't necessarily wanted use case $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,Low,5,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-26 11:25:42,TestWithClover must not execute when there's no instrumented sources,Test task will fail in that case which isn't necessarily wanted use case,,0,0,0,0,0.0,TestWithClover must not execute when there's no instrumented sources $end$ Test task will fail in that case which isn't necessarily wanted use case $acceptance criteria:$,0,0,0,0,0,0,0,0.0,13,1,0.0769231,0,0.0,0,0.0,0,0.0,0,0.0
237,CLOV-1914,Sub-task,CLOV,2016-02-29 09:53:21,,0,Add clover logging level property to test JVM args when Clover debug is enabled,,,Add clover logging level property to test JVM args when Clover debug is enabled $end$ $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,Low,4,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-29 09:53:21,Add clover logging level property to test JVM args when Clover debug is enabled,,,0,0,0,0,0.0,Add clover logging level property to test JVM args when Clover debug is enabled $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,14,1,0.0714286,0,0.0,0,0.0,0,0.0,0,0.0
238,CLOV-1916,Sub-task,CLOV,2016-02-29 10:52:05,,0,Add clover dependency if there's not one. ,Add afterEvaluation hook to add Clover dependency if there's not one added. ,,Add clover dependency if there's not one.  $end$ Add afterEvaluation hook to add Clover dependency if there's not one added.  $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,Low,4,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-29 10:52:05,Add clover dependency if there's not one. ,Add afterEvaluation hook to add Clover dependency if there's not one added. ,,0,0,0,0,0.0,Add clover dependency if there's not one.  $end$ Add afterEvaluation hook to add Clover dependency if there's not one added.  $acceptance criteria:$,0,0,0,0,0,0,0,0.0,15,1,0.0666667,0,0.0,0,0.0,0,0.0,0,0.0
239,CLOV-1917,Sub-task,CLOV,2016-02-29 15:15:12,,0,Unify clover configuration name and cloverCompile config ,"There are 2 right now, we don't need both of them, unify it ",,"Unify clover configuration name and cloverCompile config  $end$ There are 2 right now, we don't need both of them, unify it  $acceptance criteria:$",,Grzegorz Lewandowski,Grzegorz Lewandowski,Low,4,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-02-29 15:15:12,Unify clover configuration name and cloverCompile config ,"There are 2 right now, we don't need both of them, unify it ",,0,0,0,0,0.0,"Unify clover configuration name and cloverCompile config  $end$ There are 2 right now, we don't need both of them, unify it  $acceptance criteria:$",0,0,0,0,0,0,0,0.0,16,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0
240,CLOV-1922,Sub-task,CLOV,2016-03-07 12:56:20,,0,Add Clover merge database task,,,Add Clover merge database task $end$ $acceptance criteria:$,,Grzegorz Lewandowski,Grzegorz Lewandowski,Highest,7,,0,0,0,1,0,0,0,,0,2153,0,0,0,2016-03-07 12:56:20,Add Clover merge database task,,,0,0,0,0,0.0,Add Clover merge database task $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,17,1,0.0588235,0,0.0,0,0.0,0,0.0,0,0.0
241,CLOV-579,Suggestion,CLOV,2009-04-28 21:54:15,,0,Add method/statement level instrumentation setting in project properties page ,,,Add method/statement level instrumentation setting in project properties page  $end$ $acceptance criteria:$,1.0,Michael Studman,Michael Studman,,27,1.0,0,1,0,1,0,0,0,,0,2153,0,0,0,2012-07-18 13:21:31,Add method/statement level instrumentation setting in project properties page ,,,0,0,0,0,0.0,Add method/statement level instrumentation setting in project properties page  $end$ $acceptance criteria:$,0,0,0,0,0,0,0,28239.4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
242,CLOV-930,Suggestion,CLOV,2010-03-24 23:24:01,,0,Implement Test Optimization for Grails: -clover.optimize,"Running -clover.optimize will:
* save a clover.snapshot on the first build
* use this, to discern the optimal set of tests and their order, to run for subsequent builds based on:
** which source files have been modified
** length of test
** test result - failed tests will always be re-run",,"Implement Test Optimization for Grails: -clover.optimize $end$ Running -clover.optimize will:
* save a clover.snapshot on the first build
* use this, to discern the optimal set of tests and their order, to run for subsequent builds based on:
** which source files have been modified
** length of test
** test result - failed tests will always be re-run $acceptance criteria:$",2.0,Nick,Nick,,29,2.0,0,2,0,1,0,0,0,,0,2153,0,0,0,2012-12-20 07:47:35,Implement Test Optimization for Grails: -clover.optimize,"Running -clover.optimize will:
* save a clover.snapshot on the first build
* use this, to discern the optimal set of tests and their order, to run for subsequent builds based on:
** which source files have been modified
** length of test
** test result - failed tests will always be re-run",,0,0,0,0,0.0,"Implement Test Optimization for Grails: -clover.optimize $end$ Running -clover.optimize will:
* save a clover.snapshot on the first build
* use this, to discern the optimal set of tests and their order, to run for subsequent builds based on:
** which source files have been modified
** length of test
** test result - failed tests will always be re-run $acceptance criteria:$",0,0,0,0,0,0,0,24032.4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
243,CONFCLOUD-54059,Sub-task,CONFCLOUD,2016-07-13 04:14:28,,0,Fix NPE issue in confluence-mentions-plugin when anonymous user ,"When anonymous user mentions someone in a page, {{SimpleMentionContentPayload}} constructor will fail trying to obtain the string value for {{originatingUserKey.getStringValue}} as {{originatingUserKey}} will be null.",,"Fix NPE issue in confluence-mentions-plugin when anonymous user  $end$ When anonymous user mentions someone in a page, {{SimpleMentionContentPayload}} constructor will fail trying to obtain the string value for {{originatingUserKey.getStringValue}} as {{originatingUserKey}} will be null. $acceptance criteria:$",,Mariano Goldman,Mariano Goldman,Low,15,,0,0,0,2,0,1,0,,0,2153,0,0,0,2016-07-13 04:14:28,Fix NPE issue in confluence-mentions-pluginwhen anonymous user ,"When anonymous user mentions someone in a page, {{SimpleMentionContentPayload}} constructor will fail trying to obtain the string value for {{originatingUserKey.getStringValue}} as {{originatingUserKey}} will be null.",,1,0,0,3,0.0571429,"Fix NPE issue in confluence-mentions-pluginwhen anonymous user  $end$ When anonymous user mentions someone in a page, {{SimpleMentionContentPayload}} constructor will fail trying to obtain the string value for {{originatingUserKey.getStringValue}} as {{originatingUserKey}} will be null. $acceptance criteria:$",1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
244,CONFCLOUD-54060,Sub-task,CONFCLOUD,2016-07-13 04:36:32,,0,Fix NPE issue in myworkday plugin when anonymous user attempts to mention someone,"When anonymous user mentions someone in a page, ConfluenceEventListener#onConfluenceMentionEvent() method will fail to create a notification for NotificationService to distribute.
Problem is in line #138 when trying to obtain full username from anonymous user.
",,"Fix NPE issue in myworkday plugin when anonymous user attempts to mention someone $end$ When anonymous user mentions someone in a page, ConfluenceEventListener#onConfluenceMentionEvent() method will fail to create a notification for NotificationService to distribute.
Problem is in line #138 when trying to obtain full username from anonymous user.
 $acceptance criteria:$",,Mariano Goldman,Mariano Goldman,Low,14,,0,0,0,2,0,0,0,,0,2153,0,0,0,2016-07-13 04:36:32,Fix NPE issue in myworkday plugin when anonymous user attempts to mention someone,"When anonymous user mentions someone in a page, ConfluenceEventListener#onConfluenceMentionEvent() method will fail to create a notification for NotificationService to distribute.
Problem is in line #138 when trying to obtain full username from anonymous user.
",,0,0,0,0,0.0,"Fix NPE issue in myworkday plugin when anonymous user attempts to mention someone $end$ When anonymous user mentions someone in a page, ConfluenceEventListener#onConfluenceMentionEvent() method will fail to create a notification for NotificationService to distribute.
Problem is in line #138 when trying to obtain full username from anonymous user.
 $acceptance criteria:$",0,0,0,0,0,0,1,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
245,CONFCLOUD-60583,Sub-task,CONFCLOUD,2016-11-18 03:09:29,,0,Explicitly declare mention and inline tasks' web resource,,,Explicitly declare mention and inline tasks' web resource $end$ $acceptance criteria:$,,Ran,Ran,Medium,19,,0,0,0,7,0,1,0,,0,2153,0,0,0,2016-11-18 03:09:29,Fix mention's web resource,,,1,0,0,8,0.857143,Fix mention's web resource $end$ $acceptance criteria:$,1,1,1,0,0,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
246,CONFCLOUD-60584,Sub-task,CONFCLOUD,2016-11-24 23:16:35,,0,Images are returned with a relative path from the content API,"When using the rest API to retrieve content from Confluence, if the content contains images, the image path is specified with a relative URL.
e.g:
{code}
<img ... src=""/wiki/download/attachments/32772/Cassie.jpg?version=1&modificationDate=1475542723490&api=v2"" ... />
{code}

This means the image cannot be rendered inside a Connect add-on or other Iframe.

From: https://jira.atlassian.com/browse/CONF-44668",,"Images are returned with a relative path from the content API $end$ When using the rest API to retrieve content from Confluence, if the content contains images, the image path is specified with a relative URL.
e.g:
{code}
<img ... src=""/wiki/download/attachments/32772/Cassie.jpg?version=1&modificationDate=1475542723490&api=v2"" ... />
{code}

This means the image cannot be rendered inside a Connect add-on or other Iframe.

From: https://jira.atlassian.com/browse/CONF-44668 $acceptance criteria:$",,Ran,Ran,Medium,22,,1,0,1,7,0,3,0,,0,2153,0,0,0,2016-11-24 23:16:35,Images are returned with a relative path from the content API,https://jira.atlassian.com/browse/CONF-44668,,0,3,0,47,3.13333,Images are returned with a relative path from the content API $end$ https://jira.atlassian.com/browse/CONF-44668 $acceptance criteria:$,3,1,1,1,1,1,1,0.0,1,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0
247,CONFCLOUD-61293,Sub-task,CONFCLOUD,2016-12-14 03:20:31,,0,first cohort - 10 instances,"https://ops.internal.atlassian.com/jira/browse/HOT-53821
https://ops.internal.atlassian.com/jira/browse/HOT-55010",,"first cohort - 10 instances $end$ https://ops.internal.atlassian.com/jira/browse/HOT-53821
https://ops.internal.atlassian.com/jira/browse/HOT-55010 $acceptance criteria:$",,Ziming Wang [X],Ziming Wang [X],Medium,17,,0,0,0,8,0,0,0,,0,2153,0,0,0,2016-12-14 03:20:31,first cohort - 10 instances,"https://ops.internal.atlassian.com/jira/browse/HOT-53821
https://ops.internal.atlassian.com/jira/browse/HOT-55010",,0,0,0,0,0.0,"first cohort - 10 instances $end$ https://ops.internal.atlassian.com/jira/browse/HOT-53821
https://ops.internal.atlassian.com/jira/browse/HOT-55010 $acceptance criteria:$",0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
248,CONFCLOUD-61294,Sub-task,CONFCLOUD,2016-12-14 03:21:12,,0,2nd cohort - 100 instances,Install migration p2 on these instances.  Wait for migration to complete. Replace P2 with connect.,,2nd cohort - 100 instances $end$ Install migration p2 on these instances.  Wait for migration to complete. Replace P2 with connect. $acceptance criteria:$,,Ziming Wang [X],Ziming Wang [X],Medium,16,,0,1,0,8,0,0,0,,0,2153,1,0,0,2016-12-14 03:21:12,2nd cohort - 100 instances,Install migration p2 on these instances.  Wait for migration to complete. Replace P2 with connect.,,0,0,0,0,0.0,2nd cohort - 100 instances $end$ Install migration p2 on these instances.  Wait for migration to complete. Replace P2 with connect. $acceptance criteria:$,0,0,0,0,0,0,1,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
249,CONFCLOUD-61295,Sub-task,CONFCLOUD,2016-12-14 03:21:55,,0,Final cohort  1045 instances,,,Final cohort  1045 instances $end$ $acceptance criteria:$,,Ziming Wang [X],Ziming Wang [X],Medium,17,,0,0,0,8,0,0,0,,0,2153,0,0,0,2016-12-14 03:21:55,Final cohort  1045 instances,,,0,0,0,0,0.0,Final cohort  1045 instances $end$ $acceptance criteria:$,0,0,0,0,0,0,1,0.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
