project_key,usability_label,feature_name,chi_square,p_value,rfe_support,rfe_ranking
IntelDAOS,is_change_text_num_words_5,has_code,,,False,2
IntelDAOS,is_change_text_num_words_5,has_url,0.0008189486213279739,0.977169831581089,True,1
IntelDAOS,is_change_text_num_words_5,has_template,,,False,2
IntelDAOS,is_change_text_num_words_5,has_acceptance_criteria,,,False,2
IntelDAOS,is_change_text_num_words_5,if_acceptance_empty_tbd,,,False,2
IntelDAOS,is_change_text_num_words_5,has_tbd,11.601033958016304,0.0006591516261142432,True,1
IntelDAOS,is_change_text_num_words_5,has_please,5.188319795060878e-06,0.9981825894094644,True,1
IntelDAOS,is_change_text_num_words_5,if_description_empty_tbd,6.488764044943821,0.010855842748996685,True,1
IntelDAOS,is_change_text_num_words_5,priority,,,False,2
IntelDAOS,is_change_text_num_words_5,dominant_topic,2.562601071742105,0.10941842569009495,True,1
IntelDAOS,is_change_text_num_words_10,has_code,,,False,2
IntelDAOS,is_change_text_num_words_10,has_url,0.10662715289849486,0.7440172423193487,True,1
IntelDAOS,is_change_text_num_words_10,has_template,,,False,2
IntelDAOS,is_change_text_num_words_10,has_acceptance_criteria,,,False,2
IntelDAOS,is_change_text_num_words_10,if_acceptance_empty_tbd,,,False,2
IntelDAOS,is_change_text_num_words_10,has_tbd,19.38948011688329,1.0659261158377966e-05,True,1
IntelDAOS,is_change_text_num_words_10,has_please,0.3153677807709838,0.5744048286487361,True,1
IntelDAOS,is_change_text_num_words_10,if_description_empty_tbd,9.926229508196721,0.0016293996982401065,True,1
IntelDAOS,is_change_text_num_words_10,priority,,,False,2
IntelDAOS,is_change_text_num_words_10,dominant_topic,2.07161085943535,0.15006294857373606,True,1
IntelDAOS,is_change_text_num_words_15,has_code,,,False,2
IntelDAOS,is_change_text_num_words_15,has_url,0.02154656751114416,0.8832997584728155,True,1
IntelDAOS,is_change_text_num_words_15,has_template,,,False,2
IntelDAOS,is_change_text_num_words_15,has_acceptance_criteria,,,False,2
IntelDAOS,is_change_text_num_words_15,if_acceptance_empty_tbd,,,False,2
IntelDAOS,is_change_text_num_words_15,has_tbd,27.49904154633861,1.5717237622345543e-07,True,1
IntelDAOS,is_change_text_num_words_15,has_please,0.9656751801375697,0.32576115007510975,True,1
IntelDAOS,is_change_text_num_words_15,if_description_empty_tbd,13.489130434782608,0.00023994936651620952,True,1
IntelDAOS,is_change_text_num_words_15,priority,,,False,2
IntelDAOS,is_change_text_num_words_15,dominant_topic,0.3674572467240661,0.5443935593627891,True,1
IntelDAOS,is_change_text_num_words_20,has_code,,,False,2
IntelDAOS,is_change_text_num_words_20,has_url,0.6921078970938955,0.4054483308918563,True,1
IntelDAOS,is_change_text_num_words_20,has_template,,,False,2
IntelDAOS,is_change_text_num_words_20,has_acceptance_criteria,,,False,2
IntelDAOS,is_change_text_num_words_20,if_acceptance_empty_tbd,,,False,2
IntelDAOS,is_change_text_num_words_20,has_tbd,20.24899756270147,6.798907785622013e-06,True,1
IntelDAOS,is_change_text_num_words_20,has_please,2.0333891334923258,0.153877134169759,True,1
IntelDAOS,is_change_text_num_words_20,if_description_empty_tbd,0.054588607594936715,0.8152628797977033,True,1
IntelDAOS,is_change_text_num_words_20,priority,,,False,2
IntelDAOS,is_change_text_num_words_20,dominant_topic,4.7078841235414796e-05,0.9945254360121167,True,1
